27183.49745	-133.0054932	3.678422451
27183.57544	-133.0109711	3.677121162
27183.70024	-132.9980469	3.675982475
27183.84064	-133.0007935	3.674844027
27183.99664	-132.9980927	3.673705339
27184.19944	-133.0081787	3.672566652
27184.41785	-133.0136871	3.671428204
27184.68305	-133.0026245	3.670289516
27184.94785	-133.0109863	3.669150829
27185.24467	-133.0072479	3.668012381
27185.55665	-132.9943848	3.666873693
27185.89982	-133.0017395	3.665735006
27186.25863	-132.9972229	3.664433718
27186.58622	-133.0120544	3.663295269
27187.02302	-132.9916077	3.662156582
27187.38184	-132.995285	3.661017895
27187.86543	-132.9990234	3.659879446
27188.30222	-133.000824	3.658740759
27188.77021	-133.0064087	3.657602072
27189.207	-132.9971008	3.656463623
27189.67499	-133.0027161	3.655324936
27190.14313	-132.99263	3.654186249
27190.689	-133.0052795	3.65288496
27191.25019	-132.9988708	3.651746511
27191.79668	-133.0062561	3.650607824
27192.28027	-133.0082245	3.649469137
27192.88863	-132.9999084	3.648330688
27193.40336	-133.0155792	3.647192001
27193.91816	-133.0063171	3.646053314
27194.54216	-132.9906464	3.644914865
27195.08814	-133.00177	3.643776178
27195.63416	-132.9999237	3.642637491
27196.36737	-132.9971924	3.641499043
27196.96014	-133.0054474	3.640360355
27197.61592	-133.0064392	3.639221668
27198.23932	-132.9898071	3.63808322
27199.00374	-132.993454	3.636944532
27199.64331	-132.9933624	3.635805845
27200.29851	-132.9989929	3.634667158
27200.93809	-133.0071869	3.633528709
27201.57768	-133.0081177	3.632390022
27202.42008	-132.999939	3.631251335
27203.13768	-133.0037079	3.630112886
27203.94905	-132.9998474	3.628974199
27204.77569	-132.9945374	3.627835512
27205.58687	-132.9906616	3.626697063
27206.38271	-132.9989471	3.625558376
27207.14685	-133.001709	3.624419689
27208.03608	-133.0044403	3.62328124
27208.92523	-133.0007935	3.622142553
27209.78327	-132.9998016	3.621003866
27210.84404	-132.9990845	3.619865417
27211.84243	-132.9999084	3.61872673
27212.91881	-132.9963379	3.617588043
27213.40244	-132.9981232	3.61726284
