1	2	32	5	3	2016	411	0	0	300	0		8				
2	2	32	0	0	2019	360	5	0	360	0		0				
2	2	32	4	2	2012	500	6	10	360	0		6				
2	3	32	1	3	2012	420	6	0	360	60		4				
1	1	32	2	2	2013	800	104	52	360	0		4				
2	1	32	2	1	2014	230	0	5	360	0		3				
4	3	32	3	5	2002	300	5	12	360	360		8				
5	1	32	3	2	2016	500	8	20	360	8		5				
4	1	33	3	2	1989	500	20	30	360	300		5				
1	1	33	0	1	2018	150	3	0	360	0		1				
2	2	33	3	1	2012	300	5	0	360	0		4				
1	1	33	2	1	1995	300	1	3	30	360		3				
2	1	33	0	3	2017	344	2	0	180	180		3				
2	1	33	2	1	2016	220	3	4	360	360		3				
3	3	33	5	4	2017	4200	20	50	360	0		9				
4	2	33	2	3	2001	300	30	5	300	200		5				
4	2	33	2	2	2013	750	30	20	360	360		4				
4	2	33	1	1	2019	480	20	0	360	300		2				
2	2	33	1	1	2016	700	3	6	360	52		2				
2	2	33	0	0	2019	250	20	0	360	0		0				
2	2	33	5	5	1990	1000	30	70	300	10		10				
2	1	34	1	3	2014	375	10	10	360	0		4				
2	1	34	2	2	2018	150	1	0	360	0		4				
4	1	34	4	4	2014	1100	4	0	360	360		8				
2	2	34	2	2	2015	180	10	0	300	0		4				
5	1	34	4	2	2010	625	1	12	12	360		6				
1	2	34	1	1	2009	500	45	100	360	30		2				
5	2	34	3	6	1989	2000	300	12	360	0		9				
2	1	34	6	4	2014	800	52	0	360	360		10				
4	2	34	1	2	1992	500	12	8	360	0		3				
2	2	35	0	2	2017	600	2	2	360	360		2				
2	1	35	2	2	2018	500	1	5	360	30		4				
2	1	35	2	5	2017	300	0	10	360	0		7				
5	3	35	5	5	1979	400	30	30	360	180		10				
2	1	35	7	5	1989	500	0	0	360	0		12				
2	1	35	2	2	1999	200	200	0	360	0		4				
2	2	35	3	2	2016	300	24	24	360	0		5				
2	3	35	4	3	2015	575	10	50	360	0		7				
5	2	35	0	0	2013	450	0	0	360	0		0				
4	2	35	3	1	2013	500	360	2	48	12		4				
2	1	35	5	1	2012	350	2	0	360	360		6				
2	2	35	2	2	1981	900	50	50	360	360		4				
3	1	35	2	3	2004	300	360	360	360	0		5				
4	4	35	3	1	2008	600	120	100	360	0		4				
3	1	35	3	1	2017	300	20	20	360	360		4				
4	2	35	6	8	2008	600	20	40	360	360		14				
5	3	35	0	4	1993	500	50	150	360	0		4				
4	3	35	2	2	2015	600	4	3	360	30		4				
4	1	35	2	1	1998	600	15	0	360	0		3				
2	2	35	3	4	2010	600	20	10	360	0		7				
3	1	36	4	5	2008	390	5	10	360	250		9				
5	1	36	4	2	2013	250	0	6	360	0		6				
4	1	36	1	3	2001	300	15	60	360	200		4				
2	1	36	4	1	2017	200	5	40	360	100		5				
4	1	36	3	2	2013	288	2	5	360	0		5				
2	3	36	1	1	2012	985	20	0	360	300		2				
2	2	36	4	5	2013	500	10	10	360	5		9				
1	1	36	3	4	2017	866	11	50	360	360		7				
4	2	36	3	3	2017	400	30	20	250	360		6				
3	2	36	3	1	1990	400	5	8	360	0		4				
3	3	36	7	5	2017	300	30	100	360	360		12				
4	2	36	3	5	2013	300	4	12	360	0		8				
3	1	37	1	1	1994	600	3	3	360	180		2				
2	2	37	1	3	2018	375	12	0	300	300		4				
2	1	37	4	2	2009	150	1	0	360	0		6				
4	1	37	4	1	1982	450	6	6	360	100		5				
1	1	37	4	1	2008	1500	44	60	360	360		5				
2	1	37	3	1	2018	420	2	6	360	0		4				
2	2	38	4	2	2016	315	200	0	200	0		6				
2	1	38	2	1	2016	500	25	270	360	150		3				
4	1	38	3	4	1985	3000	100	50	360	360		7				
3	2	38	3	3	2015	400	0	20	360	360		6				
2	3	38	1	3	2010	400	9	0	360	0		4				
5	1	38	3	2	2018	600	23	16	360	360		5				
5	4	39	4	1	2017	350	30	20	300	360		5				
2	1	39	3	2	2015	800	20	10	360	0		5				
2	2	39	4	3	2016	560	8	0	40	50		7				
2	1	39	5	1	2014	450	5	0	360	20		6				
2	1	39	3	1	2016	300	6	2	360	360		4				
1	4	39	1	1	2010	7000	22	30	360	15		2				
2	2	39	7	5	1997	1000	100	300	250	360		12				
4	1	39	1	2	2015	390	3	1	100	360		3				
3	1	39	2	3	2009	375	5	0	3	0		5				
2	1	39	2	3	2011	500	360	1	360	0		5				
4	1	39	3	2	2004	750	20	0	360	360		5				
2	2	40	4	2	2011	300	1	0	10	0		6				
1	1	40	1	2	1991	648	4	4	360	0		3				
2	2	40	5	2	2010	350	100	200	360	360		7				
3	2	40	4	2	1994	500	52	12	360	360		6				
4	1	40	3	4	2008	600	45	20	360	200		7				
2	1	40	3	2	2004	350	20	5	360	0		5				
1	1	40	3	3	1983	450	3	5	7	20		6				
2	1	40	2	2	2013	312	2	0	360	0		4				
1	1	40	2	1	2018	300	2	2	360	360		3				
5	1	40	3	3	2013	900	4	48	200	0		6				
2	1	40	2	3	2014	400	5	0	360	0		5				
2	1	40	2	2	2016	450	2	0	50	250		4				
1	1	40	2	3	1989	600	5	0	360	360		5				
2	1	40	5	2	2005	250	5	0	360	0		7				
2	1	40	2	2	2008	450	20	30	360	360		4				
5	2	40	8	5	1990	300	50	30	360	0		13				
2	2	40	3	3	2004	312	10	60	360	200		6				
4	2	40	4	2	2000	600	20	10	360	90		6				
4	2	40	2	4	2004	300	1	29	360	0		6				
2	3	40	7	3	2004	800	100	10	360	0		10				
4	3	40	2	1	2015	425	30	30	360	90		3				
1	1	40	4	2	2012	4000	4	6	360	340		6				
4	2	40	3	6	1994	409	4	6	0	0		9				
1	4	40	2	2	1979	520	1	1	360	360		4				
2	1	40	2	4	2012	400	14	0	360	270		6				
4	3	40	2	5	2007	350	300	30	360	360		7				
2	2	40	5	2	2009	2400	1	8	360	360		7				
3	1	40	2	3	1989	600	15	0	360	0		5				
2	2	40	5	2	2015	300	360	0	360	0		7				
4	1	40	3	2	2016	350	200	100	360	360		5				
4	1	40	2	1	2010	250	20	50	360	200		3				
2	1	40	5	5	2010	700	100	35	52	200		10				
4	2	40	6	4	2013	450	4	4	360	0		10				
2	1	40	4	3	2004	500	4	0	360	5		7				
2	1	40	3	3	2009	360	2	2	2	0		6				
2	1	41	7	3	1984	9500	48	70	360	360		10				
4	1	41	2	3	2009	800	3	0	360	100		5				
2	2	41	2	2	2014	406	50	5	360	0		4				
2	1	41	5	2	1994	400	10	0	360	10		7				
4	1	41	3	3	2016	250	6	0	360	180		6				
5	2	41	3	4	2014	459	20	13	360	360		7				
5	1	41	2	4	2008	350	150	250	360	150		6				
2	2	41	1	3	2018	300	4	0	360	360		4				
2	3	41	2	2	2012	450	2	0	360	0		4				
4	4	41	2	3	2017	550	8	14	360	36		5				
2	1	42	3	3	2009	3500	2	4	360	360		6				
1	1	42	2	2	2005	200	50	200	360	100		4				
5	2	42	2	3	2014	400	3	9	360	0		5				
2	2	42	3	4	2002	730	4	4	10	360		7				
5	1	42	2	4	1989	500	30	50	360	0		6				
2	3	42	3	4	2013	550	100	50	360	360		7				
5	1	42	3	2	2011	450	2	1	300	300		5				
2	4	42	3	2	1983	500	50	50	360	360		5				
2	1	42	3	4	2016	400	50	60	360	300		7				
4	1	42	2	4	2012	400	1	0	360	150		6				
1	2	42	5	5	1989	500	150	10	350	250		10				
2	3	42	3	3	1978	450	100	200	100	360		6				
2	1	43	3	5	2018	450	2	0	350	6		8				
5	1	43	6	3	2012	700	8	4	360	360		9				
2	2	43	3	1	2008	300	10	20	360	0		4				
4	1	43	4	4	1989	370	5	5	360	230		8				
2	3	43	2	2	2015	875	3	5	0	60		4				
2	1	43	3	4	2015	550	8	0	360	0		7				
3	1	43	11	3	2004	400	25	33	360	0		14				
3	1	43	2	4	1996	476	15	25	360	0		6				
2	2	43	4	1	2000	5000	360	30	360	360		5				
2	2	43	4	3	2015	700	20	10	360	100		7				
5	1	43	4	3	1979	500	44	32	360	360		7				
1	3	44	5	2	2002	600	300	0	360	0		7				
2	2	44	4	3	2013	315	5	6	360	0		7				
1	1	44	4	4	2017	3000	12	12	180	0		8				
4	1	44	1	4	2017	370	3	10	360	0		5				
2	1	44	1	5	2008	800	150	200	360	360		6				
1	1	44	2	4	2013	300	50	40	360	0		6				
4	3	44	6	2	1992	900	15	15	50	360		8				
5	2	44	2	4	2018	250	8	0	360	6		6				
5	3	44	4	3	2014	250	3	7	360	50		7				
2	1	44	1	5	2008	800	150	200	360	360		6				
4	1	44	6	1	2008	750	360	360	360	360		7				
2	2	44	3	0	2013	400	300	200	360	60		3				
5	1	45	3	4	1996	600	1	0	360	360		7				
2	2	45	2	4	2018	350	2	2	360	360		6				
3	1	45	3	6	2014	360	2	52	360	360		9				
3	2	45	2	4	2018	375	3	10	360	360		6				
2	1	45	8	4	2004	700	4	0	340	0		12				
2	4	45	4	2	2014	440	15	0	360	360		6				
5	2	45	7	5	2014	450	10	9	360	0		12				
2	2	45	4	0	2014	450	24	0	360	360		4				
1	1	45	5	4	2009	600	100	50	360	200		9				
5	3	45	2	2	2003	300	2	2	360	0		4				
3	2	45	2	7	2014	250	360	52	360	0		9				
5	1	45	5	3	2016	600	3	12	360	4		8				
5	3	45	2	2	1999	400	0	17	360	0		4				
5	2	45	4	3	2018	375	20	50	360	360		7				
4	1	45	3	7	2007	599	20	100	80	90		10				
3	1	45	3	3	1990	900	12	12	360	0		6				
4	1	45	3	3	2005	300	2	0	360	360		6				
3	3	45	6	3	2016	600	8	15	360	360		9				
4	3	45	4	4	2015	200	10	20	360	360		8				
4	1	45	7	5	2013	600	10	15	360	360		12				
2	4	45	1	2	2007	300	1	14	360	360		3				
1	2	45	1	2	2011	200	30	6	360	0		3				
1	1	45	6	2	2005	400	30	90	360	300		8				
1	1	45	8	4	2014	750	6	100	360	250		12				
4	1	45	1	1	2014	1100	2	10	360	5		2				
5	2	46	4	3	2014	430	10	10	360	0		7				
4	3	46	4	1	2012	350	4	7	360	360		5				
2	2	46	3	2	2008	312	15	25	40	20		5				
4	1	46	2	5	2018	1200	5	16	360	4		7				
4	1	46	5	5	1989	380	52	52	360	360		10				
2	1	46	3	2	2007	312	30	0	40	0		5				
3	3	46	2	5	2009	400	8	12	200	0		7				
2	1	46	3	3	2018	322	7	10	250	100		6				
2	1	47	0	5	2015	375	5	6	360	120		5				
2	1	47	3	3	2013	875	12	8	360	100		6				
2	1	47	3	3	2013	350	4	0	360	5		6				
2	3	47	3	3	2011	500	5	0	360	0		6				
2	1	47	1	1	2010	300	0	0	360	0		2				
2	1	47	2	1	2007	720	1	2	360	0		3				
2	2	47	2	0	2014	900	24	50	360	0		2				
3	1	47	5	2	2003	400	5	3	350	100		7				
1	2	47	6	2	2014	400	6	15	200	300		8				
1	2	47	6	2	2014	400	6	15	200	300		8				
4	2	47	0	3	2007	400	12	48	48	48		3				
4	2	47	3	4	1998	400	360	0	360	0		7				
2	2	47	3	3	2014	250	20	3	0	10		6				
2	3	47	4	3	2013	250	6	0	360	0		7				
2	1	47	2	4	2018	400	6	16	360	0		6				
2	2	47	3	3	2013	439	12	2	360	100		6				
1	1	47	7	3	1990	576	12	360	360	360		10				
2	2	47	1	3	2010	450	60	70	360	40		4				
4	1	47	4	2	1994	750	1	10	360	360		6				
2	2	47	2	4	2013	500	4	1	360	0		6				
2	3	47	6	2	2016	355	12	0	360	250		8				
2	1	47	4	4	2019	500	12	12	360	360		8				
4	2	48	8	5	2015	250	3	3	360	0		13				
2	1	48	2	2	2013	500	5	1	360	360		4				
5	1	48	4	2	2012	1000	4	1	1	20		6				
5	1	48	2	1	2013	300	30	20	360	0		3				
2	1	48	3	4	2010	700	12	5	360	10		7				
2	1	48	4	3	2010	500	8	0	360	0		7				
1	1	48	6	2	1989	400	96	0	360	0		8				
4	2	48	4	5	1980	500	5	30	360	40		9				
4	1	48	4	3	1979	300	10	6	360	0		7				
2	1	48	3	3	2013	300	10	5	360	0		6				
3	2	48	0	5	2003	650	15	5	360	360		5				
4	2	48	3	4	2016	500	0	30	360	0		7				
3	2	48	3	6	1978	800	150	0	360	260		9				
5	2	48	2	2	2012	350	3	4	360	50		4				
4	2	48	3	6	2005	375	1	0	360	360		9				
2	2	48	8	5	2010	400	0	70	360	0		13				
3	1	48	3	3	1984	480	8	8	360	0		6				
5	3	48	4	2	2015	500	3	2	50	360		6				
5	3	48	4	2	2015	500	3	2	50	360		6				
1	4	49	3	5	2007	550	9	14	340	9		8				
2	4	49	3	4	2000	325	4	2	360	0		7				
2	1	49	3	1	2001	500	15	30	360	0		4				
2	2	49	3	4	2007	600	4	25	360	150		7				
1	3	49	2	4	2014	240	10	15	360	0		6				
5	3	49	4	4	2009	10000	100	100	360	0		8				
2	1	49	2	1	2015	350	50	100	360	0		3				
5	2	49	3	4	1989	315	0	0	360	0		7				
2	1	50	3	3	2005	500	5	100	360	150		6				
2	2	50	2	2	2007	500	150	0	360	100		4				
4	1	50	4	2	2013	450	20	50	360	360		6				
2	1	50	3	3	2005	500	50	100	360	200		6				
4	2	50	2	0	2013	500	1	0	360	0		2				
2	2	50	4	0	2006	800	5	4	360	10		4				
2	2	50	2	5	1997	200	5	0	360	0		7				
2	1	50	3	4	2007	350	150	80	360	250		7				
1	2	50	3	2	2006	1000	25	10	360	200		5				
5	3	50	3	3	2009	350	15	25	360	360		6				
2	2	50	1	5	1999	700	4	12	360	300		6				
4	4	50	7	3	1986	550	200	200	360	0		10				
2	1	50	7	4	2014	300	5	0	360	0		11				
1	1	50	5	3	2008	500	3	0	360	4		8				
2	1	50	3	3	2004	400	156	0	360	0		6				
2	1	50	3	3	2016	500	8	10	360	360		6				
1	2	50	1	4	1998	240	8	8	40	0		5				
2	1	50	3	3	2008	300	1	0	360	200		6				
2	1	50	8	4	2010	500	15	30	200	100		12				
2	1	50	1	2	2005	600	20	20	360	20		3				
1	1	50	3	2	1994	500	52	0	360	0		5				
4	1	50	5	4	2014	1600	20	0	360	360		9				
4	1	50	4	3	2019	600	30	10	360	360		7				
3	1	50	4	5	1990	600	60	100	360	0		9				
1	1	50	3	4	1999	480	360	360	360	75		7				
1	2	50	4	3	2006	375	15	10	360	360		7				
5	1	50	3	4	1999	600	1	0	360	360		7				
1	1	50	4	3	2012	350	4	20	360	4		7				
5	2	50	2	4	2018	400	3	20	360	0		6				
1	1	50	0	2	1994	300	4	360	360	0		2				
4	1	50	4	4	2002	450	7	10	360	0		8				
4	2	50	6	3	2000	500	50	0	360	0		9				
3	1	50	5	2	2011	500	24	30	360	20		7				
2	1	50	3	4	2012	700	20	8	360	50		7				
2	3	50	1	1	2017	400	1	3	360	60		2				
1	1	50	6	1	2005	600	2	5	360	0		7				
1	1	50	7	4	2016	300	120	240	360	0		11				
4	1	50	3	4	2014	450	20	0	360	360		7				
3	2	50	4	3	1999	650	5	0	360	200		7				
1	2	50	3	2	1997	300	40	0	360	0		5				
4	3	50	3	6	2004	850	1	5	6	0		9				
3	1	50	3	7	1983	190	10	6	360	0		10				
1	2	50	5	3	1999	500	200	200	360	360		8				
4	1	50	5	2	2011	250	52	0	360	0		7				
2	1	50	5	3	2012	300	20	0	360	0		8				
5	1	50	4	4	1989	400	3	5	360	360		8				
2	1	50	2	4	2010	450	50	0	300	0		6				
4	1	50	3	8	2013	450	4	20	360	200		11				
2	3	50	2	4	2011	300	360	0	360	52		6				
2	2	50	5	2	2013	600	50	150	360	360		7				
2	4	50	2	2	1974	370	10	0	10	0		4				
4	1	50	3	3	1994	300	100	0	360	360		6				
5	1	50	3	3	2014	450	1	0	80	360		6				
3	2	50	5	3	1998	250	1	0	360	300		8				
4	2	50	3	4	2001	430	10	30	360	360		7				
2	2	50	5	1	2010	500	2	10	360	10		6				
5	2	50	3	3	2010	700	3	3	360	360		6				
2	1	50	7	3	2000	500	2	0	360	300		10				
4	1	50	3	4	2005	300	4	52	360	300		7				
5	2	50	6	3	2017	750	5	5	360	360		9				
2	2	50	2	4	2005	400	3	0	360	0		6				
1	1	50	3	5	2000	400	0	4	360	200		8				
2	2	50	1	1	2013	412	6	20	360	4		2				
1	1	50	4	3	2013	275	2	0	360	0		7				
2	1	50	2	5	2004	500	10	5	360	360		7				
2	1	50	2	2	2011	480	1	360	100	360		4				
2	2	50	2	4	2012	600	5	20	360	360		6				
2	2	50	4	3	2010	500	16	360	360	360		7				
5	1	50	3	4	1999	500	5	50	360	360		7				
2	2	50	3	4	2007	750	10	5	360	10		7				
5	1	50	4	5	2009	500	5	1	360	50		9				
2	2	50	3	3	2013	2360	250	250	360	360		6				
2	1	50	4	3	2012	400	4	5	250	100		7				
4	1	50	5	3	2003	300	10	0	360	0		8				
3	2	51	10	3	2008	600	25	60	360	50		13				
2	1	51	3	6	2011	6000	52	24	360	360		9				
2	1	51	3	6	2010	6000	36	24	360	300		9				
2	2	51	3	1	2017	500	5	9	360	0		4				
1	2	51	4	2	2000	300	2	0	360	0		6				
2	2	52	2	5	2007	450	5	0	360	360		7				
2	2	52	2	5	2007	450	6	0	360	220		7				
1	1	52	5	3	1970	1700	10	10	360	360		8				
2	1	52	5	5	2003	479	22	18	360	14		10				
3	1	52	4	3	1999	760	2	70	360	360		7				
5	2	52	2	5	2001	500	40	30	360	360		7				
4	1	52	4	5	1989	400	15	20	3	200		9				
3	3	52	2	3	2013	450	2	5	360	20		5				
1	2	52	3	3	1979	150	100	0	360	0		6				
2	1	52	5	3	2013	800	15	6	360	40		8				
5	3	52	4	0	2013	400	1	10	250	0		4				
2	1	52	10	8	2015	630	6	42	360	6		18				
2	2	52	2	2	2008	1200	3	12	360	360		4				
2	2	52	4	4	2009	700	30	20	360	200		8				
4	1	52	7	6	2004	750	30	30	360	0		13				
2	4	53	2	2	1997	4601	1	5	360	0		4				
2	4	53	1	6	2008	406	3	40	100	270		7				
4	1	53	5	3	1991	500	4	4	360	360		8				
2	4	53	1	6	2008	406	3	40	100	270		7				
1	3	53	4	4	2014	400	15	50	360	0		8				
2	1	53	1	4	2003	500	8	8	360	0		5				
4	2	53	6	4	2011	650	120	36	180	360		10				
5	2	53	6	2	1999	450	10	0	360	360		8				
2	1	53	4	1	2013	238	10	7	360	180		5				
3	3	53	3	4	2017	700	50	30	100	60		7				
3	1	53	4	5	2008	500	3	30	360	260		9				
2	2	53	4	2	2001	400	4	1	130	0		6				
4	1	53	5	3	1996	400	2	9	360	360		8				
4	1	53	2	2	2009	330	4	10	360	360		4				
2	1	53	5	2	2008	320	12	4	150	180		7				
2	1	53	6	3	2012	200	4	4	360	2		9				
2	1	53	4	4	2016	500	12	3	360	180		8				
1	2	53	5	8	2005	375	20	1	360	0		13				
4	2	53	7	2	2001	500	2	3	360	300		9				
2	2	53	2	3	2013	1800	10	15	360	360		5				
2	2	54	6	2	2012	400	7	20	3	9		8				
5	1	54	2	1	2006	375	20	20	360	0		3				
4	1	54	5	3	2004	900	4	10	360	90		8				
1	1	54	3	1	2009	400	150	0	360	0		4				
5	3	54	3	5	1994	2000	100	0	360	50		8				
2	2	54	7	3	1994	350	20	50	360	360		10				
2	1	54	6	4	1999	600	5	5	5	20		10				
2	3	54	1	4	2010	750	6	9	30	360		5				
2	2	54	4	4	2010	365	3	2	360	0		8				
5	1	54	3	2	1988	500	4	4	360	0		5				
1	2	54	7	3	2007	450	10	0	360	360		10				
2	1	54	0	6	2009	600	1	4	360	360		6				
5	1	54	3	5	1998	400	8	0	300	250		8				
5	1	54	6	6	1998	400	20	50	360	0		12				
1	1	54	3	4	2013	1900	360	80	360	0		7				
2	1	54	4	4	2011	580	20	15	39	50		8				
2	2	54	4	4	2012	580	10	10	360	200		8				
2	2	54	3	4	2016	700	1	0	180	360		7				
1	2	55	3	0	1984	570	4	10	300	150		3				
1	2	55	3	2	1999	850	30	50	360	360		5				
2	2	55	2	5	2004	725	7	48	360	360		7				
2	1	55	8	2	1999	700	2	0	360	140		10				
1	2	55	4	3	2000	800	10	30	50	50		7				
4	1	55	4	2	2017	1800	2	1	360	360		6				
2	2	55	5	2	2012	450	30	2	360	150		7				
3	2	55	3	4	2017	900	4	7	360	150		7				
2	2	55	3	5	2001	500	5	25	360	10		8				
1	1	55	2	6	1999	2000	100	360	360	0		8				
4	2	55	3	5	2016	800	5	13	360	360		8				
4	2	55	8	6	2007	900	1	3	360	360		14				
2	1	55	1	6	2007	450	10	3	360	0		7				
2	1	55	4	4	1998	700	17	10	360	0		8				
2	1	55	2	4	1999	600	104	0	360	0		6				
2	1	55	2	7	2005	500	12	0	360	0		9				
2	4	55	9	6	2008	2500	100	30	360	100		15				
2	1	55	5	4	2014	900	60	100	360	360		9				
4	1	55	6	4	1989	500	40	20	360	0		10				
2	2	55	3	3	1994	450	5	7	360	0		6				
1	1	55	6	3	2010	600	3	2	360	200		9				
4	2	55	2	7	2016	360	4	12	360	360		9				
4	1	55	4	5	1994	1000	25	15	360	360		9				
4	2	55	5	3	2005	750	80	50	360	360		8				
4	1	55	6	8	2006	700	4	5	360	360		14				
2	1	55	4	2	2004	700	360	20	360	360		6				
3	2	55	3	3	2012	750	10	70	360	0		6				
2	1	55	4	2	2001	700	2	4	360	100		6				
2	3	55	2	5	2009	300	4	2	360	0		7				
1	1	55	4	3	2011	900	10	15	360	0		7				
2	3	55	3	2	2000	700	3	3	150	0		5				
5	1	55	3	6	2016	400	12	6	360	0		9				
5	1	55	3	3	2002	500	5	50	360	360		6				
2	1	55	9	7	1989	600	2	10	360	360		16				
3	2	55	3	4	2015	550	20	360	360	360		7				
3	1	55	3	4	1996	440	2	5	360	360		7				
5	2	55	3	7	2009	675	4	8	360	30		10				
4	1	55	4	6	2011	900	20	20	360	0		10				
2	1	55	6	3	2008	700	30	12	360	0		9				
2	2	55	5	1	1995	450	30	0	360	360		6				
2	2	55	2	3	2016	425	35	25	360	15		5				
2	1	55	5	4	1986	330	25	0	360	0		9				
4	1	55	4	4	2003	484	6	3	360	2		8				
2	1	55	8	2	2011	500	30	0	100	100		10				
2	1	55	3	4	2012	375	30	30	360	10		7				
2	2	55	2	7	2018	500	20	30	360	0		9				
1	1	55	5	0	2018	1300	1	1	100	200		5				
2	2	55	3	4	2006	750	15	0	360	0		7				
3	2	55	7	2	1984	300	1	1	360	12		9				
2	2	55	6	2	2013	750	6	6	360	360		8				
3	1	55	5	3	2016	400	6	15	360	0		8				
2	2	55	1	2	1987	450	5	0	360	200		3				
4	2	55	2	3	2005	340	1	0	360	0		5				
5	1	55	4	6	2017	450	5	20	360	200		10				
2	2	56	5	3	2014	800	0	50	20	360		8				
2	1	56	3	3	2009	400	6	12	360	0		6				
2	1	56	3	3	1999	300	2	4	360	0		6				
2	3	56	4	2	1997	300	360	0	360	0		6				
1	1	56	2	5	2013	1300	50	80	360	50		7				
5	2	56	3	4	1998	450	4	10	360	30		7				
4	2	56	6	3	2008	340	20	0	360	0		9				
2	2	56	1	5	2007	400	6	52	360	0		6				
2	1	56	1	3	2011	400	5	5	360	0		4				
2	3	56	4	4	2015	600	50	30	360	360		8				
2	2	56	2	5	1996	850	20	20	20	360		7				
4	1	56	5	4	2002	423	20	20	360	360		9				
2	2	56	7	1	2003	1200	2	6	360	100		8				
2	1	56	3	6	2002	550	10	0	300	300		9				
4	2	56	5	4	1999	700	360	360	360	360		9				
4	2	56	4	3	2000	600	200	0	360	0		7				
3	1	56	4	6	1999	900	12	20	360	360		10				
2	1	56	2	3	1989	650	30	0	360	150		5				
1	1	56	3	5	2007	500	12	12	360	0		8				
2	3	56	4	2	1998	300	360	0	360	0		6				
4	2	56	7	2	2008	780	7	10	360	0		9				
2	3	56	3	4	2009	1000	20	30	40	360		7				
2	1	56	3	3	2003	425	36	24	300	1		6				
4	1	57	6	6	1989	390	250	300	360	0		12				
2	1	57	3	4	2006	1000	8	20	360	0		7				
3	1	57	6	4	1998	900	20	15	360	280		10				
2	2	57	3	4	2010	300	10	30	360	0		7				
4	1	57	5	1	2006	260	6	0	360	180		6				
4	1	57	3	3	1998	1250	1	0	360	0		6				
2	2	57	2	1	2009	620	10	0	360	0		3				
2	2	57	3	3	2011	1200	2	6	360	160		6				
5	1	57	2	6	2004	1100	18	0	360	30		8				
2	3	57	4	7	2007	500	25	35	360	0		11				
3	2	57	3	2	1998	210	95	300	360	0		5				
3	2	57	3	4	2004	400	1	1	0	0		7				
3	2	57	4	5	2019	600	30	40	360	250		9				
4	1	57	6	3	1999	625	10	5	360	0		9				
1	1	57	3	2	2018	700	0	1	360	180		5				
5	2	57	3	4	2014	450	8	11	340	270		7				
2	1	57	5	3	2003	750	300	360	360	0		8				
5	2	57	4	3	1979	420	10	12	360	4		7				
2	2	58	3	3	2004	2000	20	10	360	180		6				
2	2	58	8	2	2018	375	5	10	360	0		10				
2	3	58	5	2	2001	600	50	30	360	360		7				
4	1	58	3	4	2013	1125	0	0	360	10		7				
1	1	58	4	2	2003	1100	3	8	360	220		6				
4	2	58	1	3	2009	400	30	0	360	0		4				
4	1	58	3	2	2008	300	12	0	360	360		5				
2	1	58	4	3	2015	400	15	3	360	360		7				
3	1	58	3	5	1990	420	20	20	360	360		8				
4	1	58	4	3	2006	300	10	0	360	300		7				
1	2	58	6	2	1989	2500	30	30	360	360		8				
1	1	58	4	3	2007	428	8	2	360	120		7				
5	2	58	7	3	1995	900	5	0	360	0		10				
